papa.assistant-shell.read	GET	/v1/papa/assistantshell
papa.context-basket.read	GET	/v1/papa/context-basket
papa.context-panel.read	GET	/v1/papa/panel-kontekstowy-papa
papa.context.capture	POST	/v1/papa/context/capture
papa.evidence.read	GET	/v1/papa/dowody
papa.governance.read	GET	/v1/papa/ustawienia-ai-i-governance
papa.history-memory.read	GET	/v1/papa/historia-i-pamiec-papa
papa.lab.read	GET	/v1/papa/laboratorium-ai
papa.observation.save	POST	/v1/papa/observations
papa.observations.read	GET	/v1/papa/obserwacje
papa.proposals.read	GET	/v1/papa/propozycje-ai
papa.read	GET	/v1/papa/read
papa.write	POST	/v1/papa/write
products.catalog.read	GET	/v1/products/katalog
products.detail.read	GET	/v1/products/szczegoly
products.gaps.queue.read	GET	/v1/products/kolejka-brakow
products.impact.read	GET	/v1/products/analiza-wplywu
products.mapping.read	GET	/v1/products/mapowanie
products.mapping.update	PUT	/v1/products/mapping
products.offers.read	GET	/v1/products/oferty
products.overview.read	GET	/v1/products/przeglad
products.performance.read	GET	/v1/products/wydajnosc
products.read	GET	/v1/products/read
products.write	POST	/v1/products/write
settings.account-security.read	GET	/v1/settings/bezpieczenstwo-konta
settings.audit.read	GET	/v1/settings/audyt
settings.memberships.read	GET	/v1/settings/czlonkostwa
settings.organization.read	GET	/v1/settings/organizacja
settings.privacy.read	GET	/v1/settings/prywatnosc
settings.read	GET	/v1/settings/read
settings.roles.read	GET	/v1/settings/role-i-uprawnienia
settings.sessions.read	GET	/v1/settings/sesje
settings.support-access.read	GET	/v1/settings/dostep-wsparcia
settings.workspace.profile.update	PATCH	/v1/settings/workspace/profile/update
settings.workspace.read	GET	/v1/settings/workspace
settings.write	POST	/v1/settings/write
traffic.channels.read	GET	/v1/traffic/kanaly
traffic.drop.diagnose	GET	/v1/traffic/drop/diagnose
traffic.event-quality.read	GET	/v1/traffic/jakosc-zdarzen
traffic.funnel-definitions.read	GET	/v1/traffic/definicje-lejka
traffic.funnel-step.read	GET	/v1/traffic/lejek-szczegoly-kroku
traffic.funnel.read	GET	/v1/traffic/lejek-widok
traffic.ga4-orders.read	GET	/v1/traffic/ga4-vs-zamowienia
traffic.landing-pages.read	GET	/v1/traffic/strony-wejscia
traffic.overview.read	GET	/v1/traffic/przeglad-ruchu
traffic.read	GET	/v1/traffic/read
traffic.write	POST	/v1/traffic/write
workspace.onboarding.update	POST	/v1/workspace/onboarding/update
workspace.resolve	GET	/v1/workspace/resolve
